feature,importance,model,time_horizon,time_period
travel_time_to_cities_2015,0.0023724248,hb,1,2026-08-01
density_2015,0.0015531452,hb,1,2026-08-01
density_2020,0.0013228669,hb,1,2026-08-01
delta_2015_2020,0.0033014682,hb,1,2026-08-01
avg_temp_z_score_season1_max_prev,0.0010061982,hb,1,2026-08-01
avg_temp_z_score_season1_sum_prev,3.9616938e-05,hb,1,2026-08-01
avg_temp_z_score_season1_mean_prev,4.4823887e-06,hb,1,2026-08-01
hot_days_z_score_season1_max_prev,3.4209534e-05,hb,1,2026-08-01
hot_days_z_score_season1_sum_prev,4.042208e-05,hb,1,2026-08-01
hot_days_z_score_season1_mean_prev,4.1776802e-05,hb,1,2026-08-01
cold_days_z_score_season1_max_prev,0.00014746768,hb,1,2026-08-01
cold_days_z_score_season1_sum_prev,2.6272921e-06,hb,1,2026-08-01
cold_days_z_score_season1_mean_prev,0.00015858912,hb,1,2026-08-01
consec_hot_days_z_score_season1_max_prev,3.4738536e-05,hb,1,2026-08-01
consec_hot_days_z_score_season1_sum_prev,4.0721377e-05,hb,1,2026-08-01
consec_hot_days_z_score_season1_mean_prev,0.0001818903,hb,1,2026-08-01
consec_cold_days_z_score_season1_max_prev,4.272936e-06,hb,1,2026-08-01
consec_cold_days_z_score_season1_sum_prev,0.0,hb,1,2026-08-01
consec_cold_days_z_score_season1_mean_prev,0.0,hb,1,2026-08-01
precip_total_z_score_season1_max_prev,5.535123e-05,hb,1,2026-08-01
precip_total_z_score_season1_sum_prev,9.957407e-05,hb,1,2026-08-01
precip_total_z_score_season1_mean_prev,5.5418864e-06,hb,1,2026-08-01
wet_days_z_score_season1_max_prev,8.650959e-05,hb,1,2026-08-01
wet_days_z_score_season1_sum_prev,0.00025228123,hb,1,2026-08-01
wet_days_z_score_season1_mean_prev,5.6292014e-05,hb,1,2026-08-01
dry_days_z_score_season1_max_prev,0.00020996633,hb,1,2026-08-01
dry_days_z_score_season1_sum_prev,0.0,hb,1,2026-08-01
dry_days_z_score_season1_mean_prev,0.00081745477,hb,1,2026-08-01
consec_wet_days_z_score_season1_max_prev,5.1717463e-05,hb,1,2026-08-01
consec_wet_days_z_score_season1_sum_prev,7.9685255e-05,hb,1,2026-08-01
consec_wet_days_z_score_season1_mean_prev,4.2433254e-05,hb,1,2026-08-01
consec_dry_days_z_score_season1_max_prev,8.846805e-05,hb,1,2026-08-01
consec_dry_days_z_score_season1_sum_prev,4.6792444e-05,hb,1,2026-08-01
consec_dry_days_z_score_season1_mean_prev,1.7334676e-05,hb,1,2026-08-01
NDVI_mean_season1_max_prev,0.0001240822,hb,1,2026-08-01
NDVI_mean_season1_sum_prev,4.036558e-05,hb,1,2026-08-01
