feature,importance,model,time_horizon,time_period
travel_time_to_cities_2015,0.0033336568,hb,1,2026-07-01
density_2015,0.0026260766,hb,1,2026-07-01
density_2020,0.0025278865,hb,1,2026-07-01
delta_2015_2020,0.00468247,hb,1,2026-07-01
conflict_100km_lag_1,0.0021025895,hb,1,2026-07-01
conflict_500km_lag_1,0.00023331428,hb,1,2026-07-01
fatalities_100km_lag_1,0.00016485504,hb,1,2026-07-01
fatalities_500km_lag_1,0.00015744827,hb,1,2026-07-01
conflict_12m_100km_lag_1,0.00022605323,hb,1,2026-07-01
conflict_12m_500km_lag_1,0.00034101098,hb,1,2026-07-01
fatalities_12m_100km_lag_1,0.00015604851,hb,1,2026-07-01
fatalities_12m_500km_lag_1,0.00031855944,hb,1,2026-07-01
wasting_lag_1,0.000483495,hb,1,2026-07-01
wasting_risk_lag_1,0.015834684,hb,1,2026-07-01
wasting_delta_lag_1,0.0009530491,hb,1,2026-07-01
wasting_risk_delta_lag_1,0.0003214808,hb,1,2026-07-01
wasting_sm_lag_1,0.00023506448,hb,1,2026-07-01
wasting_sm_risk_lag_1,0.95643055,hb,1,2026-07-01
conflict_100km_lag_2,0.00011728534,hb,1,2026-07-01
conflict_500km_lag_2,0.00022187494,hb,1,2026-07-01
fatalities_100km_lag_2,0.00014283857,hb,1,2026-07-01
fatalities_500km_lag_2,0.00012953521,hb,1,2026-07-01
conflict_12m_100km_lag_2,0.00018616235,hb,1,2026-07-01
conflict_12m_500km_lag_2,0.00012465117,hb,1,2026-07-01
fatalities_12m_100km_lag_2,0.00017363857,hb,1,2026-07-01
fatalities_12m_500km_lag_2,0.00025496117,hb,1,2026-07-01
wasting_lag_2,0.00024164075,hb,1,2026-07-01
wasting_risk_lag_2,0.0028191071,hb,1,2026-07-01
wasting_delta_lag_2,0.00020831166,hb,1,2026-07-01
wasting_risk_delta_lag_2,0.00028169266,hb,1,2026-07-01
wasting_sm_lag_2,0.00020041462,hb,1,2026-07-01
wasting_sm_risk_lag_2,0.00063242705,hb,1,2026-07-01
conflict_100km_lag_3,0.00023834004,hb,1,2026-07-01
conflict_500km_lag_3,0.00020675514,hb,1,2026-07-01
fatalities_100km_lag_3,0.000115611954,hb,1,2026-07-01
fatalities_500km_lag_3,0.00020099634,hb,1,2026-07-01
conflict_12m_100km_lag_3,0.00019138967,hb,1,2026-07-01
conflict_12m_500km_lag_3,0.00020078456,hb,1,2026-07-01
fatalities_12m_100km_lag_3,0.0001776369,hb,1,2026-07-01
fatalities_12m_500km_lag_3,0.00014870908,hb,1,2026-07-01
wasting_lag_3,0.00015447817,hb,1,2026-07-01
wasting_risk_lag_3,0.0004837366,hb,1,2026-07-01
wasting_delta_lag_3,0.0001818865,hb,1,2026-07-01
wasting_risk_delta_lag_3,0.000346328,hb,1,2026-07-01
wasting_sm_lag_3,0.00019790191,hb,1,2026-07-01
wasting_sm_risk_lag_3,0.0002927132,hb,1,2026-07-01
travel_time_to_cities_2015,0.0023055852,hb,2,2026-08-01
density_2015,0.001406868,hb,2,2026-08-01
density_2020,0.0020212582,hb,2,2026-08-01
delta_2015_2020,0.003296317,hb,2,2026-08-01
conflict_100km_lag_2,0.001659423,hb,2,2026-08-01
conflict_500km_lag_2,0.000496686,hb,2,2026-08-01
fatalities_100km_lag_2,0.0001575572,hb,2,2026-08-01
fatalities_500km_lag_2,0.0002456014,hb,2,2026-08-01
conflict_12m_100km_lag_2,0.00020466633,hb,2,2026-08-01
conflict_12m_500km_lag_2,0.00043246069,hb,2,2026-08-01
fatalities_12m_100km_lag_2,0.0002581042,hb,2,2026-08-01
fatalities_12m_500km_lag_2,0.00018904974,hb,2,2026-08-01
wasting_lag_2,0.00056662236,hb,2,2026-08-01
wasting_risk_lag_2,0.028701784,hb,2,2026-08-01
wasting_delta_lag_2,0.00064965995,hb,2,2026-08-01
wasting_risk_delta_lag_2,0.0028101152,hb,2,2026-08-01
wasting_sm_lag_2,0.0010814363,hb,2,2026-08-01
wasting_sm_risk_lag_2,0.9377145,hb,2,2026-08-01
conflict_100km_lag_3,0.00018019271,hb,2,2026-08-01
conflict_500km_lag_3,0.00016536764,hb,2,2026-08-01
fatalities_100km_lag_3,0.00018008453,hb,2,2026-08-01
fatalities_500km_lag_3,0.00023475097,hb,2,2026-08-01
conflict_12m_100km_lag_3,0.0002632143,hb,2,2026-08-01
conflict_12m_500km_lag_3,0.00015831522,hb,2,2026-08-01
fatalities_12m_100km_lag_3,0.00014568196,hb,2,2026-08-01
fatalities_12m_500km_lag_3,0.00020003763,hb,2,2026-08-01
wasting_lag_3,0.00015661819,hb,2,2026-08-01
wasting_risk_lag_3,0.0050509446,hb,2,2026-08-01
wasting_delta_lag_3,0.00035787156,hb,2,2026-08-01
wasting_risk_delta_lag_3,0.00423209,hb,2,2026-08-01
wasting_sm_lag_3,0.00018278249,hb,2,2026-08-01
wasting_sm_risk_lag_3,0.0005917539,hb,2,2026-08-01
conflict_100km_lag_4,0.00017356664,hb,2,2026-08-01
conflict_500km_lag_4,0.00017280666,hb,2,2026-08-01
fatalities_100km_lag_4,0.00010410903,hb,2,2026-08-01
fatalities_500km_lag_4,0.00012578414,hb,2,2026-08-01
conflict_12m_100km_lag_4,0.0003123617,hb,2,2026-08-01
conflict_12m_500km_lag_4,0.00021327846,hb,2,2026-08-01
fatalities_12m_100km_lag_4,0.00018684933,hb,2,2026-08-01
fatalities_12m_500km_lag_4,0.00018659611,hb,2,2026-08-01
wasting_lag_4,0.00038756753,hb,2,2026-08-01
wasting_risk_lag_4,0.0012474474,hb,2,2026-08-01
wasting_sm_lag_4,0.00039784316,hb,2,2026-08-01
wasting_sm_risk_lag_4,0.00019430518,hb,2,2026-08-01
travel_time_to_cities_2015,0.0031440624,hb,3,2026-09-01
density_2015,0.0019646739,hb,3,2026-09-01
density_2020,0.0032261438,hb,3,2026-09-01
delta_2015_2020,0.004787514,hb,3,2026-09-01
conflict_100km_lag_3,0.0018195823,hb,3,2026-09-01
conflict_500km_lag_3,0.0007334584,hb,3,2026-09-01
fatalities_100km_lag_3,0.00027913458,hb,3,2026-09-01
fatalities_500km_lag_3,0.0003876272,hb,3,2026-09-01
conflict_12m_100km_lag_3,0.0019126862,hb,3,2026-09-01
conflict_12m_500km_lag_3,0.0006423063,hb,3,2026-09-01
fatalities_12m_100km_lag_3,0.0005290827,hb,3,2026-09-01
fatalities_12m_500km_lag_3,0.00022230674,hb,3,2026-09-01
wasting_lag_3,0.00074752903,hb,3,2026-09-01
wasting_risk_lag_3,0.07922893,hb,3,2026-09-01
wasting_delta_lag_3,0.00061348255,hb,3,2026-09-01
wasting_risk_delta_lag_3,0.009783234,hb,3,2026-09-01
wasting_sm_lag_3,0.001795524,hb,3,2026-09-01
wasting_sm_risk_lag_3,0.8686275,hb,3,2026-09-01
conflict_100km_lag_4,0.0002150079,hb,3,2026-09-01
conflict_500km_lag_4,0.00021407334,hb,3,2026-09-01
fatalities_100km_lag_4,0.00026941948,hb,3,2026-09-01
fatalities_500km_lag_4,0.00021789204,hb,3,2026-09-01
conflict_12m_100km_lag_4,0.00050161115,hb,3,2026-09-01
conflict_12m_500km_lag_4,0.00059096114,hb,3,2026-09-01
fatalities_12m_100km_lag_4,0.0006919731,hb,3,2026-09-01
fatalities_12m_500km_lag_4,0.0007563495,hb,3,2026-09-01
wasting_lag_4,0.00059487316,hb,3,2026-09-01
wasting_risk_lag_4,0.008418148,hb,3,2026-09-01
wasting_sm_lag_4,0.00032565268,hb,3,2026-09-01
wasting_sm_risk_lag_4,0.0010893152,hb,3,2026-09-01
conflict_100km_lag_5,0.00022194811,hb,3,2026-09-01
conflict_500km_lag_5,0.0003460115,hb,3,2026-09-01
fatalities_100km_lag_5,0.0003162446,hb,3,2026-09-01
fatalities_500km_lag_5,0.00026998384,hb,3,2026-09-01
conflict_12m_100km_lag_5,0.0007941735,hb,3,2026-09-01
conflict_12m_500km_lag_5,0.0004216951,hb,3,2026-09-01
fatalities_12m_100km_lag_5,0.0006515839,hb,3,2026-09-01
fatalities_12m_500km_lag_5,0.0002603575,hb,3,2026-09-01
wasting_lag_5,0.00038733313,hb,3,2026-09-01
wasting_risk_lag_5,0.0008015237,hb,3,2026-09-01
wasting_sm_lag_5,0.0008691234,hb,3,2026-09-01
wasting_sm_risk_lag_5,0.00032996602,hb,3,2026-09-01
